Category,Year,Title,Author,Text,topic_prediction,probabilities
BRD,1985,I Waer Am Liabsten Mit Dir Ganz Alloa,Nicki,"I wär am liabsten mit dir ganz alloa und i fühl Sehnsucht in mir. Wenn du net da bist, dann kummt’s mir so vor, als ob mi nix interessiert. Und i denk mir wia’s des gibt, dass mi sowas so verwirrt. Geht’s dir wie mir, möcht’ i di so gern frogn. I hab mi bloß no net g’traut, vor deine Freind konn i’s dir holt net sogn, weil da a jeder glei schaut. I wär am liabsten mit dir ganz alloa und i fühl Sehnsucht in mir. Wenn du net da bist, dann kummt’s mir so vor, als ob mi nix interessiert. I war beinah scho so weit, dass i denkt hob: schad um d’zeit. Seit gestern Abnd is de Welt wieder schee, da host du mi hoambegleit und zu mir gsagt, du möchst gern mit mir gehn - i hob mi unheimlich gfreit. I wär am liabsten mit dir ganz alloa und i fühl Sehnsucht in mir. Wenn du net da bist, dann kummt’s mir so vor, als ob mi nix interessiert.",Rauschen,0.0
BRD,1979,Frei Und Abgebrannt,Bernhard Brink,"Frei und abgebrannt. Frei und abgebrannt. Ich war fast pleite, ein Drink war noch drin. Ich ging hinein. Drüben am Flipper stand sie, steckte den letzten Groschen rein. An meinem Bier hielten wir zwei uns fest, fast die ganze Nacht. Sie machten dicht und wir zwei sind aus all’ unseren Träumen erwacht. Ein neuer Morgen - im Schein der Sonne. Frei und abgebrannt stand ich mit dir am Straßenrand. Komm, wir ziehen los. Ganz gleich wohin, die Welt ist groß. Drei harte Wochen, wir jobbten. Alles hat seinen Preis. Und für das Erste hat es dann schließlich doch gereicht. Wir zogen los, aus dem Käfig mal raus, der uns hier umgibt. Ein Hemd, ein Paar Jeans, das ist alles, was uns zum Glück genügt. Das ist ein Leben - auf Wolken schweben. Frei und abgebrannt steh’ ich mit dir am Straßenrand und das Morgenlicht verzaubert langsam dein Gesicht.",Rauschen,0.0
BRD,1977,Nimm Den Naechsten Zug,Howard Carpendale,"Die Wohnung sieht so aus, als wär’ sie lang verlassen. Ungewaschene Teller türmen sich und Tassen. Die Aschenbecher voll - was kümmert’s mich? Denn was bin ich ohne dich? Ordnung scheint in meine Welt nicht mehr zu passen. Und darum, nimm den nächsten Zug und komm zurück zu mir. Ich hab’ jetzt ein anderes Bild von dir. Was du wirklich willst und wie du wirklich fühlst: ""Jetzt weiß ich’s!"" Oh, nimm den nächsten Zug, ich lauf’ schon jetzt zur Bahn, kommst du auch erst in fünf Stunden an. Mach’ dich nicht erst schön und schmink’ nicht dein Gesicht. Ich lieb dich, ob ich will oder nicht! Ich hab’ dich vielleicht nicht ernst genug genommen. Und so ist es zwischen uns zum Bruch gekommen. Ich hab’ dich behandelt wie ein Kind, wo wir uns doch so nah’ sind. Alles das hab’ ich jetzt zu verstehen bekommen. Und darum nimm den nächsten Zug und komm zurück zu mir. Ich hab’ jetzt ein anderes Bild von dir. Was du wirklich willst und wie du wirklich fühlst: ""Jetzt weiß ich’s!"" Oh, nimm den nächsten Zug, ich lauf’ schon jetzt zur Bahn, kommst du auch erst in fünf Stunden an. Mach’ dich nicht erst schön und schmink’ nicht dein Gesicht. Ich lieb dich, ob ich will oder nicht!",Rauschen,0.0
BRD,1978,Dann Geh Doch,Howard Carpendale,"Wenn du glaubst, du verschwendest dein Leben mit mir, dann geh doch. Und was gestern noch war, zählt heut’ nicht mehr bei dir. Dann geh doch. Wenn du glaubst, dass dir die Zeit für dich sinnlos verstreicht und ein Morgen, der dämmert, dem anderen gleicht und der Sinn meiner Worte dich nicht mehr erreicht, dann geh doch. Wenn du glaubst, dass du schnell das Vergangene vergisst, dann geh doch. Und das Gras scheint dir grüner dort, wo du nicht bist, dann geh doch. Du und ich hatten viel - darum fällt es mir schwer, aber wenn mit uns nichts mehr so ist wie bisher, denn der Wind weht auf einmal von anderswoher, dann geh doch. Geh doch. Ich sage dir: Geh doch. Unser Schweigen allein kann die Antwort nicht sein. Versteh’ doch. Fragen - gibt es auch tausend Fragen, ich weiß nur, irgendwie muss ich, was kommen wird, ertragen. Wenn die Freiheit so viel mehr ist für dich als ich, dann geh doch und ein flüchtiger Rausch ein willkommener Tausch, dann geh doch. Ich besitze dich nicht - du gehörst dir allein. Letzten Endes wird alles, wie du es willst sein. Es wär’ schön, wenn du bliebst - doch siehst du es nicht ein, dann geh doch.",Rauschen,0.0
BRD,1990,Wie a Traum,Nicki,"Wie a Traum in der Nacht, is a G’fühl heut’ erwacht. Und i stell mir vor, du könnt’st für immer bleib’n! Halt mi fest, lass mi spür’n, du möch’st mi nie verlier’n, denn i wünsch mir so, es könnt für immer sein! Vielleicht gibt’s irgendwo a and’re, vielleicht is’ morg’n scho’ ois vorbei! Du musst nix sag’n, i werd’ net frag’n, ob du bleibst, bei mir bleibst! Wie a Traum in der Nacht, is a G’fühl heut’ erwacht. Und i stell mir vor, du könnt’st für immer bleib’n! Halt mi fest, lass mi spür’n, du möch’st mi nie verlier’n, denn i wünsch mir so, es könnt für immer sein! Du sagst, du könnt’st mi nie vergess’n. Jed’s Wort heut’ Nacht möcht’ i dir glaub’n! Denk net an morg’n, fühl di geborg’n, hier bei mir, nah bei mir! I werd nix sag’n und würd gern frag’n, ob du bleibst, bei mir bleibst! Wie a Traum in der Nacht, is a G’fühl heut’ erwacht. Und i stell mir vor, du könnt’st für immer bleib’n! Halt mi fest, lass mi spür’n, du möch’st mi nie verlier’n, denn i wünsch mir so, es könnt für immer sein! Wie a Traum in der Nacht, is a G’fühl heut’ erwacht. Und i stell mir vor, du könnt’st für immer bleib’n! Halt mi fest, lass mi spür’n, du möch’st mi nie verlier’n, denn i wünsch mir so, es könnt für immer sein!",Rauschen,0.0
BRD,1971,Ein Leben Voll Liebe,Peter Orloff,"Ein Leben voll Liebe mit dir nur allein - oh, was kann für uns zwei denn noch herrlicher sein? Ein Leben voll Liebe und mir fehlt dazu nur ein Mädchen, das lieb ist wie du. Sei mein Sonnenschein. Mach’ meine Sehnsucht in mir still. Sei mein Sonnenschein. Du ganz allein weißt, was ich will. Ich will mit dir träumen vom Leben zu zweit, vom Stern unserer Liebe, vom Glück ohne Leid. Im Dunkel der Welt ist die Liebe das Licht und die Treue, die niemals zerbricht. Ein Leben voll Liebe, die niemals vergeht, weil doch einer in allem den anderen versteht. Das Ziel meiner Träume bist du nur allein und nur du kannst die Richtige sein. Sei mein guter Stern, der für mich scheint und mit mir zieht. Sei mein guter Stern. Ich hab’ dich gern, was auch geschieht. Ich will mit dir leben, mit dir nur allein. Unser Leben voll Liebe wird wunderbar sein. Im Dunkel der Welt ist die Liebe das Licht und die Treue, die niemals zerbricht.",Glück und Wunder in der Welt,0.9332603792730577
BRD,1978,Auf Der Strasse Nach Sueden,Tony Marshall,"Ich konnt’ jeden Tag von meinem Fenster aus nur den grauen Himmel sehen. Darum beschloss ich dort auch irgendwann der Sonne entgegen zu gehen. Auf der Straße nach Süden mit den Kranichen ziehen, ohne Pläne zu schmieden, einfach nur geradeaus. Auf der Straße nach Süden mit der Sonne als Ziel. Auf der Straße nach Süden fühle ich mich zu Haus’! Es treibt mich keiner an. Ich geh’ so weit ich kann. Dann ruh’ ich eine Weile aus. Und brauch’ ich für die Nacht ein regenfestes Dach, genügt die Scheune hinter’m Haus. Aber lacht mich mal ein Mädchen an, dann bleib’ ich ein paar Tage hier. Und schon nach kurzer Zeit, da ist es dann so weit. Es zieht mich wieder fort von ihr. Auf der Straße nach Süden mit den Kranichen ziehen, ohne Pläne zu schmieden, einfach nur geradeaus. Auf der Straße nach Süden mit der Sonne als Ziel. Auf der Straße nach Süden fühle ich mich zu Haus’! Und hab’ ich zu viel Staub der Straße auf der Haut, dann find’ ich einen kleinen See. Dort nehm’ ich Brot und Wein als Galadinner ein, bevor ich endlich weitergeh’. Heute weiß ich nicht, was morgen kommt. Das ist es, was mir so gefällt. Ich tausche nicht mit dir und bleibe lieber hier und such’ mir meine eigene Welt. Auf der Straße nach Süden mit den Kranichen ziehen, ohne Pläne zu schmieden, einfach nur geradeaus. Auf der Straße nach Süden mit der Sonne als Ziel. Auf der Straße nach Süden fühle ich mich zu Haus’!",Rauschen,0.0
BRD,1989,Maenner,Blaeck Foeoess,"Männer nehmen in den Arm. Männer geben Geborgenheit. Männer weinen heimlich. Männer brauchen viel Zärtlichkeit. Männer sind so verletzlich. Männer sind auf dieser Welt einfach unersetzlich. Männer kaufen Frauen. Männer stehen ständig unter Strom. Männer baggern wie blöde. Männer lügen am Telefon. Männer sind allzeit bereit. Männer bestechen durch ihr Geld und ihre Lässigkeit. Männer haben’s schwer, nehmen’s leicht, außen hart und innen ganz weich. Werden als Kind schon auf Mann geeicht, wann ist ein Mann ein Mann? Männer haben Muskeln. Männer sind furchtbar stark. Männer können alles. Männer krieg’n Herzinfarkt. Männer sind einsame Streiter, müssen durch jede Wand, müssen immer weiter. Männer haben’s schwer, nehmen’s leicht, außen hart und innen ganz weich. Werden als Kind schon auf Mann geeicht, wann ist ein Mann ein Mann? Männer führen Kriege. Männer sind schon als Baby blau. Männer rauchen Pfeife. Männer sind furchtbar schlau. Männer bauen Raketen. Männer machen alles ganz genau. Männer kriegen keine Kinder. Männer kriegen dünnes Haar. Männer sind auch Menschen. Männer sind etwas sonderbar. Männer sind so verletzlich. Männer sind auf dieser Welt einfach unersetzlich. Männer haben’s schwer, nehmen’s leicht, außen hart und innen ganz weich. Werden als Kind schon auf Mann geeicht, wann ist ein Mann ein Mann?   ",Rauschen,0.0
BRD,1983,Major Tom Voellig Losgeloest,Peter Schilling,"Gründlich durchgecheckt steht sie da und wartet auf den Start - alles klar! Experten streiten sich um ein paar Daten. Die Crew hat da noch ein paar Fragen, doch - der Countdown läuft. Effektivität bestimmt das Handeln. Man verlässt sich blind auf den anderen. Jeder weiß genau, was von ihm abhängt. Jeder ist im Stress, doch Major Tom macht einen Scherz, dann hebt er ab und völlig losgelöst von der Erde schwebt das Raumschiff völlig schwerelos. Die Erdanziehungskraft ist überwunden. Alles läuft perfekt, schon seit Stunden. Wissenschaftliche Experimente, doch was nützen die am Ende, denkt sich Major Tom. Im Kontrollzentrum, da wird man panisch. Der Kurs der Kapsel, der stimmt ja gar nicht. ""Hallo Major Tom, können Sie hören, wollen Sie das Projekt denn so zerstören?"" Doch er kann nichts hören, er schwebt weiter. Völlig losgelöst von der Erde schwebt das Raumschiff völlig schwerelos. Die Erde schimmert blau, sein letzter Funk kommt, ""Grüßt mir meine Frau"", und er verstummt. Unten trauern noch die Egoisten, Major Tom denkt sich, wenn die wüssten. Mich führt hier ein Licht durch das All, das kennt ihr noch nicht, ich komme bald, mir wird kalt.",Bedrohung der Erde durch Mensch und Technologie,0.7886507731874527
BRD,1980,Wo Warst Du,Chris Roberts,"Ich hab’ mein Leben lang den starken Mann gespielt, weil es keinen Menschen gab, der mich verstand. Und erst bei dir hab’ ich mich ganz zu Haus’ gefühlt. Und ich glaubte deine Liebe, doch jetzt kann ich dir nicht länger glauben. Wo warst du, als ich dich so sehr brauchte? Wo warst du in dieser langen Nacht? Wo warst du, als ich mich nach dir sehnte? Da hast du an mich nicht mehr gedacht. Ich war am Boden und ich hab’ es dir gesagt, doch es hat dich einfach nicht mehr interessiert. Du hast mich nicht getröstet, mich nicht mal gefragt. Und die Liebe und die Wärme, die ich brauchte, gabst du einem anderen. Hab’ ich mich in dir getäuscht? War ich so blind? Kann es sein, dass nur die anderen glücklich sind? Hast du meine Sorgen und Verzweiflung nicht gespürt? Muss es immer ich sein, der verliert? Von Liebe reden ist so schrecklich leicht. Doch als ich deine Liebe wirklich nötig hatte, hast du mich im Stich gelassen. Wo warst du, als ich dich so sehr brauchte? Wo bist du? Es ist noch nicht zu spät! Wo bist du? Ich brauche deine Liebe! Liebe heißt, dass man zum anderen steht! Wo bist du? Ich brauche dich so sehr! ",Gefühle der Liebe und Verwirrung,0.8325557569846505
BRD,1978,Blue Bayou,Paola,"Der Weg, den ich oft in Gedanken geh’, führt am Fluss entlang zum See und zu dir, denn dort wartest du am Blue Bayou. Unter Bäumen liegt ein Haus. Es sieht wie im Märchen aus. Darin wohnen die Liebe und du am Blue Bayou. Ich fang’ noch einmal an, irgendwann am Blue Bayou. Lass die Welt bei dir, einfach hinter mir am Blue Bayou. Bei dir lernte ich, jeden neuen Tag wie ein Geschenk zu sehen. Ich fuhr wieder nach Haus’ und seitdem blieb die Zeit für mich stehen. Einmal sagtest du: Bleib’ doch hier, weil ich dich sonst sicher verlier’. Ich bin weit und bald vergisst du den Blue Bayou. Damals fehlte mir der Mut. Ich sagte mir das nicht gut, aber heute träume ich immerzu vom Blue Bayou. Ich fang’ noch einmal an, irgendwann am Blue Bayou. Lass die Welt bei dir, einfach hinter mir am Blue Bayou. Bei dir lernte ich, jeden neuen Tag wie ein Geschenk zu sehen. Ich fuhr wieder nach Haus’ und seitdem blieb die Zeit für mich stehen. Bei dir lernte ich, jeden neuen Tag wie ein Geschenk zu sehen. Ich fuhr wieder nach Haus’ und seitdem blieb die Zeit für mich stehen und heut’ träume ich nur immerzu vom Blue Bayou.",Rauschen,0.0
BRD,1973,Irgendwo Brennt Fuer Jeden Ein Licht,Peter Alexander,"Jede Nacht hält die Einsamkeit Wacht. Keiner ist bei dir und du fragst: Was hast du falsch gemacht? - Glaube mir: Irgendwo brennt für jeden ein Licht. Keiner bleibt ganz allein. Wenn du denkst, deine Hoffnung zerbricht, dann hab’ Mut, es wird gut. Irgendwo schlägt für jeden ein Herz. Einer weiß, was dir fehlt. Komm zu mir und ich reich’ dir die Hand, die dein Leben hält. Jener Pfad durch das Leben ist schwer, er führt steil bergauf. Scheint’s manchmal, du schaffst es nicht mehr, gib’ nicht auf: Irgendwo brennt für jeden ein Licht. Keiner bleibt ganz allein. Wenn du denkst, deine Hoffnung zerbricht, dann hab’ Mut, es wird gut. Irgendwo schlägt für jeden ein Herz. Einer weiß, was dir fehlt. Komm zu mir und ich reich’ dir die Hand, die dein Leben hält. So wie ein Stern die fremden Wege weist, so führt die Liebe mich zu dir. Der Wanderstab ins Glück - Vertrauen heißt, schenk’ es mir: Irgendwo brennt für jeden ein Licht. Keiner bleibt ganz allein.",Rauschen,0.0
BRD,1982,Arrivederci Claire,Andy Borg,"Arrivederci Claire. Wenn nochmal Sommer wär’, machten wir zwei nochmal Urlaub am blauen Meer. Arrivederci Claire. Es ist kein Sommer mehr, alles sieht anders aus, du bist längst zu Haus’. Der and’re darf, darf nicht wissen wie wunderbar uns’re Stunden gewesen sind, im Sommerwind. Arrivederci Claire. Wenn nochmal Sommer wär’, ließ ich dich nicht mehr geh’n, dafür war’s viel zu schön. Arrivederci Claire. Es ist kein Sommer mehr, aber ich wünsche mir die Zeit zurück mit dir. Wenn dich der an’dre liebt, warum ließ er dich geh’n? Dass du noch zu ihm hältst, werd’ ich niemals versteh’n, niemals versteh’n. Arrivederci Claire. Wenn nochmal Sommer wär’, ja, dann riskierte ich einen Kampf um dich.",Romantische Liebe am Meer,0.7047338936588164
BRD,1988,Schatten An Der Wand,Jule Neigel Band,"Es knistert leise, warmes Holz und rote Glut, sie leuchtet stolz. Es gibt mir dieses Wohlgefühl. Es tanzen Schatten an der Wand, hypnotisiert durch deine Hand, die mich so sanft berührt. Flammen zeichnen dein Gesicht, sie betten dich in Schatten ein. Es ist mir neu und doch bekannt. Der kleine Mann in meinem Ohr, er redet unermüdlich auf mich ein, ich hab’ ihn aus dem Kopf verbannt. Ist mir egal, ob du mein Eis zerstörst. Ich will in deiner Hand zergehen, ist mir egal, ich will mit Haut und Haaren untergehen. Ooh, ich sehe Schatten an der Wand. Ooh, sie erzählen mir aus einem neuen Land. Mir scheint die Wärme so vertraut, du hast in mir sie aufgebaut, bevor ich hier im Packeis erfror. Und deine Augen sagen mir, was ich durch deine Hände spür’ und nur durch dich erfuhr. Als kleines Kind begriff ich nicht, was meine Träume mir versprachen. Ich hab’ dich niemals bemerkt, ich hatte mir von dir ein anderes Bild geschaffen und erst jetzt hat sich der Nebel vollends aufgeklärt. Ooh, ich sehe Schatten an der Wand. Ooh, sie erzählen mir aus einem neuen Land. Es knistert leise, warmes Holz und rote Glut, sie leuchtet stolz. Es gibt mir dieses Wohlgefühl. Ist mir egal, ob du mein Eis zerstörst. Ich will in deiner Hand zergehen, ist mir egal, ich will mit Haut und Haaren untergehen. Ooh, ich sehe Schatten an der Wand.",Mondlicht und Sehnsucht,0.9688488691334162
BRD,1973,Warum,Chris Roberts,"Nur fünfzehn Jahre bist du alt und deine Träume unerfüllt und tausend Fragen warten in der Dunkelheit. Wo ist die Wärme, die du brauchst? Das Herz, das deine Tränen stillt? Wo ist die Liebe? Wo die große Seligkeit? Verzweifelt suchst du nach der Antwort Stund’ um Stund’! Und jede Frage nach warum hat ihren Grund! Warum ist das alles? Warum? Ich frage die Welt. Sag’ warum? Sag’ warum? War ich böse? War ich schlecht? Hab’ ich Unrecht dir getan? Ich bin jung und das Glück mein Talisman. Warum? Ich will leben wie du. Warum? Sag’ mir Welt. Ich will lieben wie du. Will den Sommer und die Sonne und die Sehnsucht noch sehen. Und dann erst lass die Sterne, wenn es sein muss untergehen. Der Abend kommt, an dem ein Lied für dich allein erklingt. Mit einer Rose in der Hand stehst du vor mir und keiner weiß, dass nur für dich nie mehr ein neuer Tag beginnt. Nur eine Rose bleibt von dir als Souvenir! Wen kann ich fragen? Sag’! Wieso kann es geschehen, dass junge Träume unerfüllt vergehen?",Rauschen,0.0
BRD,1978,Bye Bye My Love,Vicky Leandros,"Bye bye my love, bye bye my love. Dass wir ab heut’ getrennte Wege gehen, ist nicht das Ende unserer Liebe. Bye bye my love, jeder Tag war wunderbar, weil ich in deinen Armen glücklich war. Auf Wiedersehen, bis nächstes Jahr. Mit den ersten warmen Sonnenstrahlen kam ich aus der Stadt und damit begann die schöne Zeit. Aber wenn die langen Schatten fallen, dann fühlen wir zwei, der Herbst ist nicht weit. Bevor wir es dachten, ist der Sommer vorbei. Bye bye my love, jeder Tag war wunderbar, weil ich in deinen Armen glücklich war. Auf Wiedersehen, bis nächstes Jahr. La la la la la la. Bye bye my love, bye bye my love. Dass wir ab heut’ getrennte Wege gehen, ist nicht das Ende unserer Liebe. Bye bye my love, jeder Tag war wunderbar, weil ich in deinen Armen glücklich war. Auf Wiedersehen, bis nächstes Jahr.",Gefühle der Liebe und Verwirrung,0.7100715847989912
BRD,1990,Pump Ab Das Bier,Werner Wichtig,"Pump ab das Bier, pump es ab, trink ihn aus den Humpen, komm lass dich nicht lumpen, man kann ich euch pumpen. Pump ab das Bier, pump es jetzt, pump es hier. Pump ab das Bier, pump es ab, pump es, pump es, pump es. Auuuua, das schmeckt so gut, so ein Bierchen, das macht Laune und geht ins Blut. Auuuua, wo bin ich hier, sag doch endlich mal dem Wirt Bescheid. Noch en Bier, noch en Bier, noch en Bier. Noch en Bier, noch en Bier, noch en Bier. Noch en Bier, noch en Bier, noch en Bier. Pump ab das Bier, pump es ab, trink ihn aus den Humpen, komm lass dich nicht lumpen, man kann ich euch pumpen. Pump ab das Bier, pump es jetzt, pump es hier. Pump ab das Bier, pump es ab, pump es, pump es, pump es. Auuuua, noch en Korn, noch en Bier und noch en Kohohorn, dann von vorn’. Auuuua, wo bin ich hier, sag doch endlich mal dem Wirt Bescheid. Noch en Bier, noch en Bier, noch en Bier. Noch en Bier, noch en Bier, noch en Bier. Noch en Bier, noch en Bier, noch en Bier. Pump ab das Bier, pump es ab, egal, ob die Theke zusammenbricht. Heute lassen wir’s uns gut gehen und nach Hause geh’n wir nicht. Pump es ab, sei nicht traurig, wenn der Kellner dich vergisst, dafür wirst du schon verzagen von der Ehefrau vermisst. Auuuua, noch en Korn, noch en Bier und noch en Kohohorn, dann von vorn’. Auuuua, wo bin ich hier, sag doch endlich mal dem Wirt Bescheid. Noch en – Pump ab das Bier, pump es ab, kriegst du auch die Hucke voll. Irgendwann läuft’s sicher besser, hauen wir uns die Birne voll. Pump es ab, denn heut’ ist Zahltag, heute schmeißt man uns nicht raus. Ich bestell’ schon mal die Runde, heut’ gibst du mal einen aus. Auuuua, das schmeckt so gut, so ein Bierchen, das macht Laune und geht ins Blut. Auuuua, wo bin ich hier, sag doch endlich mal dem Wirt Bescheid. Noch en Bier, noch en Bier, noch en Bier. Noch en Bier, noch en Bier, noch en Bier. Noch en Bier, noch en Bier, noch en Bier.",Auto fahren,1.0
BRD,1974,Du Faengst Den Wind Niemals Ein,Howard Carpendale,"Wo du herkommst, das weiß ich nicht. Du bist eine, die nicht viel spricht. Eines Tages warst du da und es ist schön. Du bedeutest mir alles heut’, meine Uhr läuft nach deiner Zeit. Doch das Lied, das in mir von Liebe singt, hilft nur sehr bedingt. Du fängst den Wind niemals ein. Der Wind will nicht gebunden sein. Rastlos weht er über Stadt und Land und hält nicht an. So wie der Wind, bist auch du. Es zieht dich weiter immerzu und ich frage mich, wie lange ich dich noch halten kann, schubidamdam. Du hast einem zu sehr vertraut, hast ihn erst viel zu spät durchschaut und nun glaubst du ein jeder ist wie er. Wenn man zu dir von Liebe spricht, spielt ein Schatten um dein Gesicht und du sagst: ""Ich bin so, wie ich eben bin und ich nehm’ es hin."" Du fängst den Wind niemals ein. Der Wind will nicht gebunden sein. Rastlos weht er über Stadt und Land und hält nicht an. So wie der Wind, bist auch du. Es zieht dich weiter immerzu und ich frage mich, wie lange ich dich noch halten kann, schubidamdam, wie lang’ ich dich noch halten kann, schubidamdam.",Mondlicht und Sehnsucht,1.0
BRD,1973,Der Junge Mit Der Mundharmonika,Bernd Cluever,"Da war ein Traum, der so alt ist wie die Welt. Und wer ihn träumt, hört ihm zu, wenn er erzählt. Der Junge mit der Mundharmonika singt von dem, was einst geschah. In silbernen Träumen von der Barke mit der gläsernen Fracht, die in sternenklarer Nacht deiner Einsamkeit entflieht. Du hörst sein Lied und ein Engel steht im Raum. Dann weißt du nicht: Ist es Wahrheit oder Traum? Der Junge mit der Mundharmonika singt von dem, was einst geschah. In silbernen Träumen von der Barke mit der gläsernen Fracht, die in sternenklarer Nacht deiner Traurigkeit entflieht. Der Junge mit der Mundharmonika singt von dem, was einst geschah. In silbernen Träumen von der Barke mit der gläsernen Fracht, die in sternenklarer Nacht deiner Traurigkeit entflieht.",Rauschen,0.0
BRD,1978,Amore Mio Amada Mia Amore Mio,Roland Kaiser,"Zieh dich nicht aus, amore mio. Komm doch nach Haus’, amore mio. Trink nicht so viel, amore mio. Bei jedem Glas, amore mio, werd’ ich ganz blass, amore mio. Zieh dich nicht aus, amore mio. Nach 4, 5 Rotwein, amore mio, bist du nicht zu halten und jedesmal kommt dann diese Show. Sei doch vernünftig, amore mio und denk an die Kinder. Wenn sie dich so sehen, was meinst du wohl, amore mio? Der Knopf bleibt zu, amore mio. Gib endlich Ruh’, amore mio. Ich fleh’ dich an, amore mio, das geht zu weit, amore mio. Ich will keinen Streit, amore mio. Ich fleh’ dich an, amore mio. Ich bin ganz ratlos, amore mio. Sonst bist du so friedlich. Ein Typ, der nie aus der Rolle fällt. Denk auch an mich, amore mio und lass diesen Unsinn. Das ganze Lokal amüsiert sich schon, amore mio. Jetzt zieh dich aus, amore mio. Wir sind zu Haus’, amore mio. Ich liebe dich, amore mio. Trink noch ein Glas, amore mio. Das wird ein Spaß, amore mio. Wir sind allein, amore mio.",Rauschen,0.0
BRD,1979,Ich Werde Geh n Heute Nacht,Mary Roos,"Ich hab’ eine lange Nacht über uns beide nachgedacht. Und die Entscheidung fiel mir so schwer, denn seit heut’ weiß ich genau, es gibt da noch eine andere Frau, doch du belügst mich. Nun kann ich nicht mehr, darum bleibt dir dann auch morgen früh, wenn du vom Schlaf erwachst, nur noch dieser Brief von mir. Du hast die Chance verpasst. Die Chance mit mir verpasst. Wenn’s auch schwerfällt, ich werde gehen heute Nacht. Wenn’s auch schwerfällt, so weit hast du mich gebracht. Nein, teilen werde ich nie. Hol’ sie doch zu dir. Wenn’s auch schwerfällt, ich werde gehen heute Nacht. Wenn’s auch schwerfällt, so weit hast du mich gebracht. Nein, teilen werde ich nie. Hol’ sie doch zu dir heute Nacht. So lange hab’ ich dir voll vertraut und hab’ dabei auf Sand gebaut. Nun brach endgültig mein Kartenhaus ein. Was ich tue, ist bestimmt nicht verkehrt. Auch wenn’s noch so schmerzen kann, das ist mir die Freiheit wert. Ich fang’ von vorne an, du hast die Chance vertan. Wenn’s auch schwerfällt, ich werde gehen heute Nacht. Wenn’s auch schwerfällt, so weit hast du mich gebracht. Nein, teilen werde ich nie. Hol’ sie doch zu dir. Wenn’s auch schwerfällt, ich werde gehen heute Nacht. Wenn’s auch schwerfällt, so weit hast du mich gebracht. Nein, teilen werde ich nie. Hol’ sie doch zu dir heute Nacht.",Rauschen,0.0
BRD,1974,Die Sonne Geht Auf,Freddy Breck,"Die Sonne geht auf, mein Leben fängt an; ich bin durch die Nacht zu dir gereist. Die Sonne geht auf, die Liebe begann. Ich stieg in den Zug, der Sehnsucht heißt. Ab heut’ brauch’ ich nicht zu schreiben. Ab heut’ werd’ für immer ich bleiben. Die Sonne geht auf, denn dein Herz gehört mir. Ich fand meinen Weg, den Weg zu dir. Weil die große Stadt keine Träume hat, war die große Stadt wie das fremde Meer, und die Einsamkeit in der großen Stadt quält so sehr. Die Sonne geht auf, mein Leben fängt an; ich bin durch die Nacht zu dir gereist. Seine große Stadt war so leer. Die Sonne geht auf, die Liebe begann. Ich stieg in den Zug, der Sehnsucht heißt. Denn die Einsamkeit quält so sehr. Ab heut’ werd’ ich mich nicht sehnen. Ab heut’, da wirst du mich verwöhnen. Die Sonne geht auf, denn dein Herz gehört mir. Ich fand meinen Weg, den Weg zu dir. Wir Zwei, (hört die Liebe, die singt ihr Lied), sind eins, (all die Blumen, die sind erblüht). Wir sind eins (ja, ihr Leben ist schön und neu). Wir Zwei (ja, ihr Leben, das schöne Leben, das leben sie nun für zwei).",Mondlicht und Sehnsucht,0.9216006528002612
BRD,1970,Ein Maedchen Nach Mass,Chris Roberts,"Ich bin oft verliebt und dann wieder allein. Nicht alles ist Gold, denn dich trügt oft der Schein. Es fängt prima an und du denkst, die ist chic, da ist alles dran, doch dann hat sie ’nen Tick. Ein Mädchen nach Maß, das mir nur gehört, ist ein Typ, der mir prima gefällt. Ein Mädchen nach Maß, das mich nur betört, wär’ die dufteste Sache der Welt. Gestern hab ich noch nachgedacht, sah ihr Traumbild vor mir. Heute hast du mich angelacht und ich gestehe dir: Ein Mädchen nach Maß steht heute vor mir, denn ich seh’ den Himmel in dir. Ein Mädchen nach Maß nimmt mir meine Ruh’, denn keine ist lieb, so wie du. Heut’ sagt sie ""je t’aime"" und morgen ""no no"". Erst macht sie mir Mut und dann sagt sie ""go go"". Doch heute ist Schluss, weil es dich nur noch gibt, denn ich bin zum ersten Mal richtig verliebt. Ein Mädchen nach Maß, das mir nur gehört, ist ein Typ, der mir prima gefällt. Ein Mädchen nach Maß, das mich nur betört, wär’ die dufteste Sache der Welt. Gestern hab ich noch nachgedacht, sah ihr Traumbild vor mir. Heute hast du mich angelacht und ich gestehe dir: Ein Mädchen nach Maß steht heute vor mir, denn ich seh’ den Himmel in dir. Ein Mädchen nach Maß nimmt mir meine Ruh’, denn keine ist lieb, so wie du.",Gefühle der Liebe und Verwirrung,0.7241215286993474
